OG0003104_x00	GO:0005509,GO:0005737,GO:0090090
OG0003305_x00	GO:0005730,GO:0030686,GO:0032040
OG0004413_x00	GO:0008053
OG0005521_x00	GO:0003735,GO:0005840,GO:0006412,GO:0032543,GO:0070181,GO:0005763
OG0008292_x00	GO:0035091,GO:0000278,GO:0015031,GO:0005515,GO:0031410,GO:0036089,GO:0097320,GO:0005886,GO:0006897,GO:0016197,GO:0000281,GO:0006886
OG0006504_x00	GO:0043130,GO:0005737,GO:0006511,GO:0031624,GO:0005515
OG0007612_x00	GO:0010468,GO:0003714,GO:0005634,GO:0005737
OG0008720_x00	GO:0006400,GO:0101030
OG0003528_x00	GO:0005634,GO:0006355,GO:0005515,GO:0045892,GO:0003682,GO:0042393
OG0004636_x00	GO:0005615,GO:0030514,GO:0036122,GO:0030178
OG0009152_x00	GO:0015677,GO:0052851,GO:0005768,GO:0005886,GO:0008823
OG0005744_x00	GO:0005737,GO:0006886,GO:0007034
OG0010200_x00	GO:0005515,GO:0003677,GO:0005634,GO:2000001
OG0006852_x00	GO:0005681,GO:0000398,GO:0003723,GO:0003724,GO:0005524,GO:0003676
OG0007284_x00	GO:0005262,GO:0006816,GO:0016020,GO:0005886,GO:0005887,GO:0006811,GO:0098703,GO:0005216,GO:0055085
OG0002768_x00	GO:0014069,GO:0030424,GO:0097106,GO:0097484,GO:0005769,GO:0008090,GO:0010008
OG0003876_x00	GO:0003743,GO:0006413,GO:0005515,GO:0022627,GO:0043022,GO:0000049,GO:0003729
OG0008392_x00	GO:0005737,GO:1902605,GO:0008277
OG0004984_x00	GO:0006955,GO:0016020,GO:0050852,GO:0050853,GO:0009897,GO:0042129,GO:0045590
OG0007159_x00	GO:0007015,GO:0051058,GO:0090630,GO:0001891,GO:0005096,GO:0006911,GO:0007165
OG0008267_x00	GO:0004930,GO:0007186,GO:0016020,GO:0042310,GO:0004947,GO:0006939,GO:0016493,GO:0019722,GO:0019957,GO:0060326,GO:0006955,GO:0007204,GO:0009897
OG0009375_x00	GO:0005515,GO:0050776,GO:0009897,GO:0038023,GO:0042113,GO:0048304,GO:0023035,GO:0051092,GO:0030890,GO:0051607,GO:0032735,GO:0034341,GO:0035631,GO:0035666,GO:0071347,GO:0042531,GO:0071356,GO:0042832,GO:2000353,GO:0043123,GO:0043536,GO:0002768,GO:0045766,GO:0003823,GO:0045944
OG0000154_x00	GO:0004653,GO:0005794,GO:0006493
OG0006604_x00	GO:0005506,GO:0016705,GO:0020037,GO:0004497,GO:0008203,GO:0034650,GO:0071375,GO:0005743,GO:0006700,GO:0006704
OG0001262_x00	GO:0035869,GO:1905515
OG0007712_x00	GO:0016020,GO:0008521
OG0008820_x00	GO:0005886,GO:0006898,GO:0038023
OG0010423_x00	GO:0016020
OG0000154_x02	GO:0004653,GO:0005794,GO:0006493
OG0001262_x01	GO:0035869,GO:1905515
OG0006399_x00	GO:0042765,GO:0016020,GO:0016255
OG0009803_x00	GO:0005515
OG0008019_x00	GO:0005886,GO:0098609,GO:0017022
OG0009127_x00	GO:0008083,GO:0008284,GO:0045840,GO:0005154,GO:0005615,GO:0007173
OG0010771_x00	GO:0005615,GO:0008284,GO:0045651,GO:0045657,GO:0001934,GO:0005157
OG0005719_x00	GO:0008333,GO:0017022,GO:0022008,GO:0030425,GO:0031410,GO:0047496,GO:0048311,GO:0050811,GO:0098957,GO:0005102,GO:0005739,GO:0006605
OG0010095_x00	GO:0005509,GO:0062023
OG0002122_x00	GO:0006886,GO:0016192,GO:0030131,GO:0035615,GO:0030136,GO:0031410
OG0007935_x00	GO:0016491
OG0003230_x00	GO:0005886,GO:0016020,GO:0042590
OG0007259_x00	GO:0004363,GO:0005524,GO:0006750,GO:0005829,GO:0043295,GO:0016874
OG0000930_x00	GO:0016021,GO:0016020,GO:0022857,GO:0055085
OG0004959_x00	GO:0007165,GO:0003924,GO:0005525,GO:0008361,GO:0005096,GO:0005829,GO:0007266
OG0009475_x00	GO:0065003,GO:0005739,GO:0033615
OG0000930_x01	GO:0016020,GO:0022857,GO:0055085,GO:0016021,GO:0017153,GO:0015137,GO:0015141,GO:0015746
OG0012186_x00	GO:0005515,GO:0005737,GO:0005886,GO:0006911,GO:0071800,GO:0097320,GO:0001891,GO:0002102,GO:0005543
OG0004213_x00	GO:0004553,GO:0005975
OG0005321_x00	GO:0000719,GO:0003904,GO:0006281
OG0001237_x00	GO:0004725,GO:0005730,GO:0005737,GO:0005813,GO:0007096,GO:0032467,GO:0060271,GO:0072686,GO:0000226,GO:0000922,GO:0004722,GO:0008138,GO:0016311,GO:0006470
OG0002345_x00	GO:0018064,GO:0030047,GO:0005515,GO:0016279,GO:0018023,GO:0018026
OG0001237_x01	GO:0016311,GO:0006470,GO:0004725,GO:0005730,GO:0005737,GO:0005813,GO:0007096,GO:0032467,GO:0060271,GO:0072686,GO:0000226,GO:0000922,GO:0004722,GO:0008138
OG0004561_x00	GO:0000506,GO:0006506,GO:0017176,GO:0016757
OG0009698_x00	GO:0005789,GO:0006506,GO:0031501,GO:0000009,GO:0000030,GO:0004376
OG0000477_x00	GO:0005515,GO:0003779,GO:0031032,GO:0051015,GO:0005925,GO:0007015,GO:0015629
OG0000477_x01	GO:0005515,GO:0051015,GO:0005925,GO:0007015,GO:0015629,GO:0003779,GO:0031032
OG0011854_x00	GO:0048856,GO:0050840,GO:0005509,GO:0005518,GO:0005615,GO:0005515
OG0003205_x00	GO:0005515,GO:0000712,GO:0033557,GO:0003677,GO:0006281,GO:0005634,GO:0006260
OG0002568_x00	GO:0046872,GO:0010273,GO:0071276,GO:0071280,GO:0071294,GO:0005634,GO:0005737,GO:0006882
OG0007084_x00	GO:0016020,GO:0005923,GO:0007155,GO:0070830,GO:0005198,GO:0005886
OG0000905_x00	GO:0016021,GO:0016324,GO:0005886,GO:0006833,GO:0015250,GO:0015267,GO:0016020,GO:0055085
OG0008192_x00	GO:0005509,GO:0005886,GO:0019212,GO:0030854,GO:0032417,GO:0033628,GO:0072659,GO:0005634,GO:0005737
OG0005421_x00	GO:0003700,GO:0006355,GO:0043565,GO:0009653,GO:0030154,GO:0000978,GO:0000981,GO:0006357
OG0003676_x00	GO:0016866,GO:0031419,GO:0004494,GO:0046872,GO:0019678,GO:0005737,GO:0005739,GO:0003824,GO:0016853
OG0004784_x00	GO:0003723,GO:0003676,GO:0016607,GO:0016973,GO:0003729,GO:0005634,GO:0006406
OG0000905_x01	GO:0015267,GO:0016020,GO:0055085,GO:0015670,GO:0016021,GO:0016324,GO:0005886,GO:0006833,GO:0015250
OG0005892_x00	GO:0005615,GO:0030514,GO:0032281,GO:0005515
OG0006404_x00	GO:0030150,GO:0031305,GO:0005744,GO:0008320,GO:0022857
OG0007512_x00	GO:0006357,GO:0000977,GO:0000981,GO:0005634
OG0008620_x00	GO:0016020,GO:0038023
OG0003428_x00	GO:0006396,GO:0003824,GO:0005730,GO:0042254,GO:0000479,GO:0004521
OG0004536_x00	GO:0003950,GO:0046872,GO:1990404,GO:0005634,GO:0140289,GO:0008270
OG0010100_x00	GO:0007165,GO:0005096,GO:0035023
OG0006752_x00	GO:0030018,GO:0031433,GO:0051373,GO:0003779,GO:0015629
OG0007860_x00	GO:0030018,GO:0070886
OG0006076_x00	GO:0016020
OG0002668_x00	GO:0003723,GO:0006364,GO:0005634
OG0003776_x00	GO:0004930,GO:0007186,GO:0016020,GO:0005886,GO:0016497,GO:0097225,GO:1902093,GO:0004995
OG0004884_x00	GO:0005509,GO:0005544,GO:0032506,GO:0005737,GO:0006909
OG0003030_x00	GO:0005615,GO:0010951,GO:0004867
OG0005992_x00	GO:0006413,GO:0003743,GO:0005085,GO:0005851,GO:0044237
OG0007059_x00	GO:0019904,GO:0005768,GO:0005794,GO:0006622,GO:0005802
OG0008167_x00	GO:0005975,GO:0016773,GO:0016310,GO:0046167,GO:0005739,GO:0006071,GO:0006641,GO:0016301
OG0000730_x00	GO:0031683,GO:0003924,GO:0007186,GO:0019001,GO:0007165,GO:0005525,GO:0005834,GO:0007188,GO:0007191,GO:0007606,GO:0001664
OG0009275_x00	GO:0003677,GO:0005634,GO:0045893,GO:0006357,GO:0030073,GO:0031016,GO:0000978,GO:0000981,GO:0001889
OG0000054_x00	GO:0005201,GO:0031012,GO:0062023,GO:0005615,GO:0030020,GO:0030198
OG0000730_x01	GO:0007165,GO:0031683,GO:0003924,GO:0007186,GO:0019001,GO:0051430,GO:0005159,GO:0005834,GO:0007188,GO:0007191,GO:0007606,GO:0031698,GO:0031748,GO:0001664,GO:0031852,GO:0035255,GO:0005525
OG0000054_x01	GO:0005201,GO:0005515,GO:0005584,GO:0005615,GO:0005737,GO:0009612,GO:0030020,GO:0030198,GO:0031012,GO:0043588,GO:0062023,GO:0001501,GO:0001503,GO:0001568
OG0005867_x00	GO:0051787,GO:0005783,GO:0030433,GO:0051087
OG0001162_x00	GO:0008270,GO:0005886,GO:0045202,GO:0099536
OG0000054_x02	GO:0005201,GO:0005515,GO:0031012,GO:0062023,GO:0005615,GO:0030020,GO:0030198
OG0002270_x00	GO:0005126,GO:0005576,GO:0006952
OG0010323_x00	GO:0000978,GO:0000981,GO:0006357
OG0006975_x00	GO:0006556,GO:0048269,GO:0048270
OG0011431_x00	GO:0016671,GO:0005764,GO:0016491,GO:0016667
OG0000054_x03	GO:0005201,GO:0005615,GO:0030020,GO:0030198,GO:0030199,GO:0030903,GO:0031012,GO:0062023,GO:0001501,GO:0005581,GO:0005585
OG0006299_x00	GO:0008375,GO:0008593,GO:0033829,GO:0016020,GO:0016757
OG0000054_x04	GO:0005201,GO:0005515,GO:0031012,GO:0062023,GO:0005615,GO:0030020,GO:0030198
OG0003999_x00	GO:0000062,GO:0000139
OG0009703_x00	GO:0005758,GO:0005515
OG0010671_x00	GO:0008083,GO:0008284,GO:0045840,GO:0005154,GO:0005615,GO:0007173
OG0005619_x00	GO:0005524,GO:0140662,GO:0030968,GO:0034663,GO:1903298
OG0006727_x00	GO:0005614,GO:0010811,GO:0030198
OG0000277_x00	GO:0006508,GO:0016805,GO:0070004
OG0007835_x00	GO:0014067,GO:0036313,GO:0043553,GO:0004175,GO:0005102,GO:0005615
OG0001385_x00	GO:0045892,GO:0003714,GO:0005634,GO:0008134,GO:0051260,GO:0005515
OG0000277_x01	GO:0006508,GO:0016805,GO:0070004
OG0008943_x00	GO:0004190,GO:0006508,GO:0016020,GO:0005886,GO:0006509,GO:0050435,GO:0005768,GO:0005802
OG0002493_x00	GO:0016491,GO:0046872,GO:0051287,GO:0004031,GO:0005506,GO:0051536,GO:0050660,GO:0051537,GO:0071949
OG0001385_x01	GO:0051260,GO:0005515
OG0000830_x00	GO:0042910,GO:1990961,GO:0055085,GO:0015297,GO:0016020,GO:0022857
OG0000830_x01	GO:0055085,GO:0015297,GO:0016020,GO:0042910,GO:0022857,GO:1990961
OG0003005_x00	GO:0014701,GO:0016020,GO:0016529,GO:0060047,GO:0060316,GO:0086036,GO:0005102,GO:0005886,GO:0010880
OG0004113_x00	GO:0004114,GO:0007165,GO:0019933,GO:0004115,GO:0008081
OG0000705_x00	GO:0008934,GO:0046854,GO:0046855,GO:0006020,GO:0007165
OG0000705_x01	GO:0008934,GO:0046854,GO:0046855,GO:0006020,GO:0007165
OG0001813_x00	GO:0005789,GO:0015031,GO:0030176
OG0000029_x00	GO:0000786,GO:0003677,GO:0030527,GO:0046982
OG0010894_x00	GO:0005515,GO:0006915,GO:0008134,GO:0045786,GO:0042981,GO:0002039,GO:0005634
OG0001137_x00	GO:0004653,GO:0005794,GO:0006493
OG0002921_x00	GO:0032027,GO:0044458,GO:0097224,GO:0007283
OG0002245_x00	GO:0007169,GO:0004714,GO:0005524,GO:0006468,GO:0004713,GO:0007275,GO:0019221,GO:0019838,GO:0030183,GO:0033674,GO:0043235,GO:0005887,GO:0004672
OG0003353_x00	GO:0005509,GO:0007601,GO:0008048,GO:0031282,GO:0120199,GO:0001917
OG0004461_x00	GO:0006959,GO:0034987,GO:0071756
OG0009598_x00	GO:0070301
OG0001485_x00	GO:0005515,GO:0005737
OG0000377_x01	GO:0005515,GO:0007015,GO:0016477,GO:0051015
OG0000377_x02	GO:0005515,GO:0051015,GO:0001755,GO:0007015,GO:0016477
OG0002593_x00	GO:0001669,GO:0036126,GO:0097546
OG0001485_x01	GO:0005737,GO:0005515
OG0011754_x00	GO:0005923,GO:0030036,GO:0030334,GO:0031410,GO:0035329,GO:0001525,GO:0003365,GO:0005886
OG0008918_x00	GO:0000902,GO:0048870
OG0000805_x00	GO:0005886,GO:0031532
OG0003576_x00	GO:0007165,GO:0030449,GO:0045957,GO:0045959
OG0004684_x00	GO:0005509,GO:0032420,GO:0055074,GO:0071944,GO:0000287,GO:0005737
OG0001913_x00	GO:0008270,GO:0000184,GO:0003724,GO:0005737,GO:0004386
OG0001913_x01	GO:0008270,GO:0004386,GO:0000184,GO:0003724,GO:0005737
OG0005792_x00	GO:0005887,GO:0007186,GO:0007189,GO:0001609,GO:0001973,GO:0004930,GO:0016020
OG0010869_x00	GO:0005179,GO:0005576,GO:0008083,GO:0005125,GO:0005615
OG0007412_x00	GO:0003677,GO:0005524,GO:0006260,GO:0032508,GO:0005634,GO:0006270,GO:0042555,GO:0003678,GO:0006268,GO:0017116,GO:1902969,GO:1990518,GO:0000727,GO:0003697
OG0008520_x00	GO:0006511,GO:0031461,GO:0031625,GO:0031146,GO:0031466,GO:0016567,GO:0019005,GO:0030674
OG0003328_x00	GO:0008889,GO:0016020,GO:0006629,GO:0008081
OG0004436_x00	GO:0006656,GO:0008757,GO:0004608
OG0005544_x00	GO:0016747,GO:0032918,GO:0004145,GO:0008080,GO:0019809
OG0006652_x00	GO:0004672,GO:0005524,GO:0006468,GO:0005737,GO:0007265,GO:0009931,GO:0018105,GO:0032007,GO:0035556,GO:0046777,GO:0051019,GO:0004683,GO:0005516,GO:0005634
OG0010000_x00	GO:0043231
OG0007760_x00	GO:0005882,GO:0008307,GO:0017166,GO:0019215,GO:0031443,GO:0042383,GO:0043034,GO:0045104,GO:0060053,GO:0005200
OG0007635_x00	GO:0000981,GO:0005634,GO:0006357
OG0008743_x00	GO:0005794
OG0009851_x00	GO:0005515
OG0000630_x00	GO:0005515,GO:0045199,GO:0045202,GO:0097016,GO:0097025,GO:1903361,GO:0005911,GO:0007269,GO:0016323
OG0009175_x00	GO:0007283
OG0000630_x01	GO:0005515,GO:0045199,GO:0045202,GO:0097016,GO:0097025,GO:1903361,GO:0005911,GO:0007269,GO:0016323
OG0004659_x00	GO:0006631,GO:0000062,GO:0005737,GO:0005777,GO:0000425
OG0001062_x00	GO:0060070,GO:0090179,GO:0005109,GO:0005829,GO:0016055,GO:0005515,GO:0035556
OG0005767_x00	GO:0002953,GO:0005737
OG0006875_x00	GO:0051087,GO:0000774,GO:0050821
OG0001062_x01	GO:0005515,GO:0035556,GO:0060070,GO:0090179,GO:0005109,GO:0005829,GO:0016055
OG0010223_x00	GO:0005886,GO:0071939,GO:0034632,GO:0038023
OG0002170_x00	GO:0005515,GO:0042054,GO:0005634,GO:0008270,GO:0034968,GO:0006306,GO:0016279,GO:0018027,GO:0046974,GO:0051570,GO:0000122,GO:0000785,GO:0002039
OG0006199_x00	GO:0005261,GO:0005887
OG0007983_x00	GO:0005975,GO:0003824,GO:0043169,GO:0005978,GO:0003844,GO:0005737,GO:0004553
OG0011331_x00	GO:0015986,GO:0046933,GO:0000276,GO:0015078
OG0003899_x00	GO:0016791,GO:0046856,GO:0005794,GO:0005930,GO:0004439,GO:0004445,GO:0005634
OG0009603_x00	GO:0005515,GO:0005829,GO:0033588,GO:0000049,GO:0002098,GO:0002926
OG0010571_x00	GO:0009982,GO:0001522,GO:0003723,GO:0009451,GO:0000455
OG0005519_x00	GO:0006888,GO:0030008,GO:0005634,GO:0005737
OG0006627_x00	GO:0005515,GO:0051965,GO:0098978,GO:1905606,GO:0007409,GO:0016020
OG0007735_x00	GO:0000166,GO:0005737,GO:0006419,GO:0003676,GO:0004813,GO:0005524,GO:0002161,GO:0005739,GO:0004812,GO:0043039
OG0008843_x00	GO:0005515,GO:0016409,GO:0000139,GO:0018345
OG0010446_x00	GO:0006954,GO:0007160
OG0001285_x01	GO:0007155,GO:0016020
OG0009951_x00	GO:0006914,GO:0000045,GO:0000407
OG0011554_x00	GO:0005200,GO:0005882
OG0005121_x00	GO:0006357,GO:0016592,GO:0070847,GO:0000978,GO:0003712
OG0001713_x00	GO:0005737,GO:0097352
OG0010794_x00	GO:0000786,GO:0003677,GO:0006334
OG0002821_x00	GO:0005515,GO:0004465,GO:0006629,GO:0016298,GO:0052689,GO:0016042,GO:0019433,GO:0005615,GO:0006633
OG0001037_x00	GO:0016055,GO:0005102,GO:0005576,GO:0007275,GO:0005615,GO:0030182,GO:0045165,GO:0060070,GO:0005109,GO:0005125
OG0001713_x01	GO:0005737,GO:0097352
OG0001037_x01	GO:0016055,GO:0005102,GO:0005576,GO:0007275,GO:0005615,GO:0030182,GO:0045165,GO:0060070,GO:0005109,GO:0005125
OG0007958_x00	GO:0000049,GO:0016706,GO:0031591
OG0003253_x00	GO:0005515,GO:0005815,GO:0030036,GO:0031941
OG0004361_x00	GO:0005576,GO:0016651,GO:0016491
OG0012414_x00	GO:0005244,GO:0005262,GO:0016020
OG0009498_x00	GO:0006108,GO:0016615,GO:0016616,GO:0019752,GO:0030060,GO:0005737,GO:0005739,GO:0006099,GO:0016491,GO:0003824
OG0010546_x00	GO:0005737,GO:0006457,GO:0051082
OG0005344_x00	GO:0003779,GO:0005865,GO:0006936,GO:0007015,GO:0030016,GO:0030239,GO:0051694,GO:0005523,GO:0005856
OG0006452_x00	GO:1902902,GO:0005789,GO:0016020,GO:1901097
OG0007560_x00	GO:0008289,GO:0015908,GO:0036041,GO:0005504,GO:0005634,GO:0005829
OG0008818_x00	GO:0019902
OG0002368_x00	GO:0030246,GO:0005576,GO:0008201
OG0011529_x00	GO:0005737,GO:0016491
OG0009926_x00	GO:0005537,GO:0007041,GO:0038023
OG0005692_x00	GO:0016301,GO:0032958,GO:0051765,GO:0005634,GO:0005737,GO:0008440
OG0006204_x00	GO:0005515,GO:0005737,GO:0017183,GO:0061685
OG0007312_x00	GO:0008146,GO:0008476,GO:0005794,GO:0006478
OG0003904_x00	GO:0008203,GO:0034650,GO:0071375,GO:0005743,GO:0006700,GO:0006704,GO:0020037,GO:0004497,GO:0005506,GO:0016705
OG0003228_x00	GO:0004621,GO:0005576,GO:0031012,GO:0005615,GO:0006507
OG0003699_x00	GO:0007034,GO:0015031,GO:0032509,GO:0045324,GO:0000815,GO:0005771
OG0005444_x00	GO:0003677,GO:0003697,GO:0005634,GO:0005737,GO:0006289,GO:0006298,GO:0071942,GO:0000111,GO:0003684
OG0000928_x00	GO:0097367,GO:1901135,GO:0004360,GO:1901137,GO:0006487,GO:0006002,GO:0006047
OG0006552_x00	GO:0003700,GO:0005634
OG0007660_x00	GO:0005515,GO:0005770,GO:0005886,GO:0030133,GO:0043005,GO:0045022,GO:0048812,GO:0097422,GO:0000149,GO:0005085,GO:0005769
OG0010371_x00	GO:0003924,GO:0032482,GO:0005525,GO:0005794,GO:0005768
OG0005319_x00	GO:0050777,GO:0070234,GO:0009897,GO:0016020,GO:0050776
OG0006427_x00	GO:0007189,GO:0007200,GO:0007611,GO:0032812,GO:0032880,GO:0043005,GO:0043066,GO:0043267,GO:0045732,GO:0048242,GO:0048662,GO:0001938,GO:0051428,GO:0005184,GO:0060406,GO:0005179,GO:0005576
OG0009751_x00	GO:0006357,GO:0000977,GO:0005634,GO:0005737
OG0004559_x00	GO:0015269,GO:0015459,GO:0016020,GO:0005513,GO:0006813,GO:0008076
OG0009075_x00	GO:0031151,GO:0034729,GO:0051726,GO:2000677,GO:0000077,GO:0005634,GO:0006281,GO:0031507
OG0000530_x01	GO:0003677,GO:0006355,GO:0003700,GO:0005634,GO:0006357,GO:0009952,GO:0000978,GO:0000981
OG0006775_x00	GO:0005515,GO:0005737,GO:0051879,GO:0061077
OG0002070_x00	GO:0007155,GO:0008305,GO:0009897,GO:0033627,GO:0098609,GO:0005178,GO:0007160,GO:0007229
OG0010123_x00	GO:0003676,GO:0003729,GO:0005634,GO:0005737,GO:0003723
OG0006099_x00	GO:0005515,GO:0051965,GO:0098982,GO:0099061,GO:1905606,GO:0007409,GO:0016020
OG0007883_x00	GO:0005515,GO:0042799,GO:0034771,GO:0043516,GO:0140110,GO:0005634,GO:0005700,GO:0006357
OG0003799_x00	GO:0005515,GO:0006396,GO:0000398,GO:0046540,GO:0071013,GO:0000244
OG0003053_x00	GO:0005634,GO:0006979
OG0004161_x00	GO:0016020,GO:0031204,GO:0005783,GO:0005789,GO:0015031
OG0010471_x00	GO:0016197,GO:0030119,GO:0005764,GO:0005770,GO:0005829
OG0005419_x00	GO:0034632,GO:0034633,GO:0005501,GO:0005615,GO:0019841
OG0000753_x00	GO:0004672,GO:0005524,GO:0006468,GO:0004674,GO:0005737,GO:0035556
OG0001861_x00	GO:0000978,GO:0000981,GO:0006355
OG0006527_x00	GO:0016020,GO:0016798,GO:0060055,GO:0005615,GO:0007160,GO:0031012
OG0000077_x00	GO:0005515,GO:0019888,GO:0000159,GO:0005829
OG0009298_x00	GO:0005739,GO:0005747
OG0000077_x01	GO:0005515,GO:0000159,GO:0019888,GO:0005829
OG0001185_x01	GO:0005515,GO:0007166,GO:0016020,GO:0004888,GO:0035567,GO:0042813,GO:0060070,GO:0005886,GO:0016021,GO:0017147
OG0006998_x00	GO:0003700,GO:0006355,GO:0043565,GO:0006357,GO:0030154,GO:0000981,GO:0005634
OG0011454_x00	GO:0016020,GO:0050291,GO:0046513
OG0000077_x03	GO:0005515,GO:0019888,GO:0000159,GO:0005829
OG0008618_x00	GO:0005634,GO:0008168
OG0005021_x00	GO:0005133,GO:0005576,GO:0006955,GO:0005615,GO:0006959,GO:0002250,GO:0005125
OG0009726_x00	GO:0003856,GO:0017000
OG0001613_x00	GO:0045065,GO:0002456,GO:0007166,GO:0009897
OG0010694_x00	GO:0005515,GO:0070273,GO:0080025,GO:0005829,GO:0010314,GO:0032266
OG0002721_x00	GO:0070579,GO:0080111,GO:0005634,GO:0006211,GO:0045944,GO:0003677,GO:0008270
OG0007858_x00	GO:0004842,GO:0051865
OG0003153_x00	GO:0016651,GO:0005747,GO:0008137
OG0011206_x00	GO:0030041,GO:0044782
OG0004261_x00	GO:0005509
OG0000853_x00	GO:0030008,GO:0048193,GO:0033106,GO:0005829,GO:0006888,GO:0006891
OG0000853_x01	GO:0030008,GO:0048193,GO:0033106,GO:0005829,GO:0006888,GO:0006891
OG0004136_x00	GO:0004672,GO:0005524,GO:0006468,GO:0004674,GO:0023014,GO:0035556,GO:0043408,GO:0005737
OG0000728_x00	GO:0035267,GO:0006357,GO:0032777
OG0005244_x00	GO:0042059,GO:0045616
OG0000728_x01	GO:0035267,GO:0006357,GO:0032777
OG0002944_x00	GO:0000287,GO:0004709,GO:0007165,GO:0004672,GO:0006468,GO:0005524,GO:0006955,GO:0007254,GO:0043123
OG0007460_x00	GO:0042289,GO:0045121,GO:0070374,GO:1990782,GO:0009897,GO:0035723,GO:0042110
OG0002268_x00	GO:0018279,GO:0005789,GO:0008250
OG0011429_x00	GO:0007169,GO:0035556
OG0003376_x00	GO:0006457,GO:0007021,GO:0007023,GO:0016328,GO:0034333,GO:0048487,GO:0070830,GO:0000226,GO:0005096
OG0005592_x00	GO:0004663,GO:0018344,GO:0018342,GO:0005968,GO:0008318,GO:0003824
OG0006104_x00	GO:0005515,GO:0035173,GO:0042393,GO:0090535,GO:0140801,GO:0006338,GO:0006974,GO:0004713
OG0010669_x00	GO:0097250
OG0011777_x00	GO:0005887,GO:0007165,GO:0007268,GO:0016020,GO:0022848,GO:0030594,GO:0034220,GO:0042391,GO:0043005,GO:0045202,GO:0004888,GO:0050877,GO:0005216,GO:1904315,GO:0005231,GO:0005230,GO:0006811
OG0007212_x00	GO:0016301,GO:0032958,GO:0046854,GO:0000828,GO:0005634,GO:0005737
OG0008320_x00	GO:0020037,GO:0019825,GO:0031720,GO:0031838,GO:0042744,GO:0043177,GO:0072562,GO:0004601,GO:0005344,GO:0005833,GO:0005506,GO:0015671
OG0004912_x00	GO:0038018,GO:0061630,GO:0090090,GO:0005109,GO:0005887,GO:0006511
OG0003128_x00	GO:0003677,GO:0034061,GO:0006281,GO:0003887,GO:0006284,GO:0006303,GO:0016779
OG0003599_x00	GO:0003735,GO:0005840,GO:0006412,GO:0032543,GO:0005763
OG0000828_x00	GO:0004672,GO:0005524,GO:0006468,GO:0089700,GO:0004674
OG0000828_x01	GO:0005524,GO:0004672,GO:0006468,GO:0004674,GO:0089700
OG0001936_x00	GO:0005515,GO:0005814
OG0010271_x00	GO:0004674,GO:0005524,GO:0006468,GO:0004672,GO:0018105,GO:0018107
OG0005219_x00	GO:0060271,GO:0061512
OG0006327_x00	GO:0071013,GO:0005730,GO:0051015,GO:0055120
OG0002919_x00	GO:0043035,GO:0000776,GO:0005694,GO:0006357,GO:0005634,GO:0008270
OG0007435_x00	GO:0000122,GO:0006355,GO:0070822
OG0008543_x00	GO:0007131,GO:0007283,GO:0000801,GO:0007130
OG0000430_x00	GO:0009986,GO:0038023,GO:0042043,GO:0045202,GO:0048488,GO:0050804,GO:0097104,GO:0097105,GO:0099060,GO:0005887,GO:0007158,GO:0007268,GO:0016020
OG0004459_x00	GO:0031410,GO:0047484,GO:0005783,GO:0005886,GO:0016020
OG0000430_x01	GO:0016020,GO:0042043,GO:0009986,GO:0038023,GO:0045202,GO:0048488,GO:0050804,GO:0097104,GO:0097105,GO:0099060,GO:0005887,GO:0007158,GO:0007268
OG0005567_x00	GO:0005783
OG0006675_x00	GO:0000077,GO:0030896,GO:0031573,GO:0071479,GO:0000076,GO:0006281
OG0010023_x00	GO:0004843,GO:0005634,GO:0016579
OG0008891_x00	GO:0005737,GO:0032922,GO:0043153,GO:0071949,GO:0003677,GO:0003904,GO:0005634
OG0009403_x00	GO:0042981,GO:0046982,GO:0097192,GO:2001243,GO:0005741,GO:0008630,GO:0042803,GO:0016020
OG0004061_x00	GO:0005515
OG0008766_x00	GO:0005615,GO:0010951,GO:0004867
OG0009874_x00	GO:0005515,GO:1900111,GO:1990226,GO:0005634,GO:0010468,GO:0022008
OG0009198_x00	GO:0009982,GO:0001522,GO:0003723,GO:0009451,GO:0000455
OG0000653_x01	GO:0030705,GO:0005515,GO:0031122,GO:0051959,GO:0005737,GO:0005813,GO:0008017
OG0010922_x00	GO:0004930,GO:0007186,GO:0016020,GO:0045028
OG0006898_x00	GO:0006506,GO:0016020,GO:0016746,GO:0032216,GO:0072659,GO:0005783
OG0010246_x00	GO:0016829,GO:0008747,GO:0019262
OG0002193_x00	GO:0005739,GO:0051724,GO:1990549
OG0001085_x01	GO:0012505,GO:0015036
OG0011354_x00	GO:0000981,GO:0006355,GO:0003677,GO:0006357,GO:0009952,GO:0009954,GO:0048704,GO:0000978,GO:0003700,GO:0005634,GO:0006351
OG0012462_x00	GO:0036094
OG0008518_x00	GO:0004540,GO:0003723,GO:1905762,GO:0005737,GO:0005777,GO:0010468,GO:0003676
OG0009626_x00	GO:0005509,GO:0016020,GO:0007156,GO:0005886,GO:0007155,GO:0005887
OG0000405_x00	GO:0030314,GO:0005789,GO:0005886,GO:0016529
OG0001513_x00	GO:0008432,GO:0046328,GO:0005078,GO:0005737,GO:0007254,GO:0005515
OG0000405_x01	GO:0030314,GO:0048167,GO:0005789,GO:0005886
OG0011106_x00	GO:0006629,GO:0016298,GO:0019369,GO:0032590,GO:0045211,GO:0046340,GO:0098921,GO:0004465,GO:0005737,GO:0016042
OG0007758_x00	GO:0007346,GO:0032039,GO:0051642
